Nome;Nome fantasia;C.N.P.J.;Endereço;Tipo logradouro;Cidade;Estado;C.E.P.;Telefone;Número;Bairro;Celular;Data de credenciamento;E-mail;Grupo;Classificação;Especialidades;Espec. + Áreas de atuação;Natureza de Atendimento;Regime de Atendimento
PULMONAR CLINICA DO APARELHO RESPIRATORIO S/C LTDA;PULMONAR SONO E RESPIRACAO CLINICA E DIAGNOSTICOS;01.551.502/0001-73;7;RUA;GOIANIA;GO;74110-090;(62)3212-7131;530;SETOR OESTE;(62)9814-51317;30/10/2014;;Clínica;CLINICA;PNEUMOLOGIA;PNEUMOLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;CARDIOLOGIA;CARDIOLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;CIRURGIA VASCULAR;CIRURGIA VASCULAR;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;CLINICA MEDICA;CLINICA MEDICA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;DERMATOLOGIA;DERMATOLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;ENDOSCOPIA ;ENDOSCOPIA ;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;FONOAUDIOLOGIA;FONOAUDIOLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;GASTROENTEROLOGIA;GASTROENTEROLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;GERIATRIA;GERIATRIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;GINECOLOGIA E OBSTETRICIA;GINECOLOGIA E OBSTETRICIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;MASTOLOGIA;MASTOLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;NEUROLOGIA;NEUROLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;OFTALMOLOGIA;OFTALMOLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;PEDIATRIA;PEDIATRIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;PSICOLOGIA;PSICOLOGIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;PSIQUIATRIA;PSIQUIATRIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - MAMOGRAFIA;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;REUMATOLOGIA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - ULTRASSONOGRAFIA GERAL;Ambulatorial;Eletivo
PULSE VIDA SAUDE LTDA;CLINICA PULSE VIDA;53.107.316/0001-43;AGAMENON MAGALHAES;AVENIDA;CARUARU;PE;55012-290;(81)3137-7721;680;MAURICIO DE NASSAU;;12/05/2025;contato@pulsevida.com.br;Clínica;CLINICA;REUMATOLOGIA;REUMATOLOGIA;Ambulatorial;Eletivo
QORPO CENTRO INTEGRADO DE SAUDE LTDA;QORPO CENTRO INTEGRADO DE SAUDE LTDA;29.275.463/0001-48;SENADOR VIRGILIO TAVORA;AVENIDA;FORTALEZA;CE;60170-265;(85)3033-3550;195;MEIRELES;;03/04/2025;contasmedicas.qorpo@gmail.com;Clínica;CLINICA;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA;Ambulatorial;Eletivo
QORPO CENTRO INTEGRADO DE SAUDE LTDA;QORPO CENTRO INTEGRADO DE SAUDE LTDA;29.275.463/0001-48;SENADOR VIRGILIO TAVORA;AVENIDA;FORTALEZA;CE;60170-265;(85)3033-3550;195;MEIRELES;;03/04/2025;contasmedicas.qorpo@gmail.com;Clínica;CLINICA;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA;Ambulatorial;Eletivo
QUADROS RIBEIRO SERVICOS MEDICOS LTDA;QUADROS RIBEIRO SERVICOS MEDICOS LTDA;05.453.291/0001-97;FRANCISCO LINDNER;RUA;JOACABA;SC;89600-000;(49)3522-1428;502;CENTRO;;03/02/2025;kassia21galvao@gmail.com;Clínica;CLINICA;CLINICA MEDICA;CLINICA MEDICA;Ambulatorial;Eletivo
QUADROS RIBEIRO SERVICOS MEDICOS LTDA;QUADROS RIBEIRO SERVICOS MEDICOS LTDA;05.453.291/0001-97;FRANCISCO LINDNER;RUA;JOACABA;SC;89600-000;(49)3522-1428;502;CENTRO;;03/02/2025;kassia21galvao@gmail.com;Clínica;CLINICA;DERMATOLOGIA;DERMATOLOGIA;Ambulatorial;Eletivo
QUADROS RIBEIRO SERVICOS MEDICOS LTDA;QUADROS RIBEIRO SERVICOS MEDICOS LTDA;05.453.291/0001-97;FRANCISCO LINDNER;RUA;JOACABA;SC;89600-000;(49)3522-1428;502;CENTRO;;03/02/2025;kassia21galvao@gmail.com;Clínica;CLINICA;NEUROCIRURGIA;NEUROCIRURGIA;Ambulatorial;Eletivo
QUADROS RIBEIRO SERVICOS MEDICOS LTDA;QUADROS RIBEIRO SERVICOS MEDICOS LTDA;05.453.291/0001-97;FRANCISCO LINDNER;RUA;JOACABA;SC;89600-000;(49)3522-1428;502;CENTRO;;03/02/2025;kassia21galvao@gmail.com;Clínica;CLINICA;NEUROLOGIA;NEUROLOGIA;Ambulatorial;Eletivo
QUADROS RIBEIRO SERVICOS MEDICOS LTDA;QUADROS RIBEIRO SERVICOS MEDICOS LTDA;05.453.291/0001-97;FRANCISCO LINDNER;RUA;JOACABA;SC;89600-000;(49)3522-1428;502;CENTRO;;03/02/2025;kassia21galvao@gmail.com;Clínica;CLINICA;NEUROLOGIA;NEUROLOGIA;Ambulatorial;Eletivo
QUAGLIA LABORATORIO DE ANALISES CLINICAS LTDA.;SABIN MEDICINA DIAGNOSTICA;45.697.141/0001-43;FRANCISCO PAES;RUA;SAO JOSE DOS CAMPOS;SP;12210-100;(12)2138-9500;165;CENTRO;;22/11/2024;carmen.prado@sabin.com.br;Laboratório;LABORATORIO;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;Ambulatorial;Eletivo
QUAGLIA LABORATORIO DE ANALISES CLINICAS LTDA.;SABIN MEDICINA DIAGNOSTICA;45.697.141/0001-43;FRANCISCO PAES;RUA;SAO JOSE DOS CAMPOS;SP;12210-100;(12)2138-9500;165;CENTRO;;22/11/2024;carmen.prado@sabin.com.br;Laboratório;LABORATORIO;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;Ambulatorial;Eletivo
QUALIDOR SERGIPE LTDA;QUALIDOR SERGIPE;46.683.617/0001-50;HELIO DE SOUZA LEAO;AVENIDA;ARACAJU;SE;49026-209;(79)9817-48268;383;JARDINS;;19/03/2026;credenciamentoqualidor@gmail.com;Clínica;CLINICA;ANESTESIOLOGIA;ANESTESIOLOGIA;Ambulatorial;Eletivo
QUALIDOR SERGIPE LTDA;QUALIDOR SERGIPE;46.683.617/0001-50;HELIO DE SOUZA LEAO;AVENIDA;ARACAJU;SE;49026-209;(79)9817-48268;383;JARDINS;;19/03/2026;credenciamentoqualidor@gmail.com;Clínica;CLINICA;NEUROCIRURGIA;NEUROCIRURGIA;Ambulatorial;Eletivo
QUALIDOR SERGIPE LTDA;QUALIDOR SERGIPE;46.683.617/0001-50;HELIO DE SOUZA LEAO;AVENIDA;ARACAJU;SE;49026-209;(79)9817-48268;383;JARDINS;;19/03/2026;credenciamentoqualidor@gmail.com;Clínica;CLINICA;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA;Ambulatorial;Eletivo
QUALIDOR SERGIPE LTDA;QUALIDOR SERGIPE;46.683.617/0001-50;HELIO DE SOUZA LEAO;AVENIDA;ARACAJU;SE;49026-209;(79)9817-48268;383;JARDINS;;19/03/2026;credenciamentoqualidor@gmail.com;Clínica;CLINICA;REUMATOLOGIA;REUMATOLOGIA;Ambulatorial;Eletivo
QUALIDOR SERGIPE LTDA;QUALIDOR SERGIPE;46.683.617/0001-50;HELIO DE SOUZA LEAO;AVENIDA;ARACAJU;SE;49026-209;(79)9817-48268;383;JARDINS;;19/03/2026;credenciamentoqualidor@gmail.com;Clínica;CLINICA;REUMATOLOGIA;REUMATOLOGIA;Ambulatorial;Eletivo
QUALIFISIO UBERLANDIA LTDA;QUALIFISIO UBERLANDIA;08.644.307/0001-37;DOUTOR LAERTE VIEIRA GONCALVES;AVENIDA;UBERLANDIA;MG;38408-176;(34)3305-6056;222;SANTA MONICA;;07/01/2026;qualifisio.udi@gmail.com;Serviço de diagnose ;CLINICA;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial;Eletivo
QUALIFISIO UBERLANDIA LTDA;QUALIFISIO UBERLANDIA;08.644.307/0001-37;DOUTOR LAERTE VIEIRA GONCALVES;AVENIDA;UBERLANDIA;MG;38408-176;(34)3305-6056;222;SANTA MONICA;;07/01/2026;qualifisio.udi@gmail.com;Serviço de diagnose ;CLINICA;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial;Eletivo
QUALIMED RIO BRANCO LTDA;QUALIMED RIO BRANCO;51.707.187/0001-07;BARAO DO RIO BRANCO;AVENIDA;JUIZ DE FORA;MG;36035-000;(32)3029-3390;995;CENTRO;;14/11/2025;psicocenterriobranco@gmail.com;Clínica;CLINICA;CLINICA MEDICA;CLINICA MEDICA;Ambulatorial;Eletivo
QUALIMED RIO BRANCO LTDA;QUALIMED RIO BRANCO;51.707.187/0001-07;BARAO DO RIO BRANCO;AVENIDA;JUIZ DE FORA;MG;36035-000;(32)3029-3390;995;CENTRO;;14/11/2025;psicocenterriobranco@gmail.com;Clínica;CLINICA;NEUROLOGIA;NEUROLOGIA - NEUROLOGIA PEDIATRICA;Ambulatorial;Eletivo
QUALIMED RIO BRANCO LTDA;QUALIMED RIO BRANCO;51.707.187/0001-07;BARAO DO RIO BRANCO;AVENIDA;JUIZ DE FORA;MG;36035-000;(32)3029-3390;995;CENTRO;;14/11/2025;psicocenterriobranco@gmail.com;Clínica;CLINICA;PEDIATRIA;PEDIATRIA;Ambulatorial;Eletivo
QUALIMED RIO BRANCO LTDA;QUALIMED RIO BRANCO;51.707.187/0001-07;BARAO DO RIO BRANCO;AVENIDA;JUIZ DE FORA;MG;36035-000;(32)3029-3390;995;CENTRO;;14/11/2025;psicocenterriobranco@gmail.com;Clínica;CLINICA;PSICOLOGIA;PSICOLOGIA;Ambulatorial;Eletivo
QUALIMED RIO BRANCO LTDA;QUALIMED RIO BRANCO;51.707.187/0001-07;BARAO DO RIO BRANCO;AVENIDA;JUIZ DE FORA;MG;36035-000;(32)3029-3390;995;CENTRO;;14/11/2025;psicocenterriobranco@gmail.com;Clínica;CLINICA;PSIQUIATRIA;PSIQUIATRIA;Ambulatorial;Eletivo
QUALIMED RIO BRANCO LTDA;QUALIMED RIO BRANCO;51.707.187/0001-07;BARAO DO RIO BRANCO;AVENIDA;JUIZ DE FORA;MG;36035-000;(32)3029-3390;995;CENTRO;;14/11/2025;psicocenterriobranco@gmail.com;Clínica;CLINICA;PSIQUIATRIA;PSIQUIATRIA;Ambulatorial;Eletivo
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;ACUPUNTURA;ACUPUNTURA;Ambulatorial;Eletivo
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;CLINICA MEDICA;CLINICA MEDICA;Ambulatorial;Eletivo
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;DERMATOLOGIA;DERMATOLOGIA;Ambulatorial;Eletivo
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial;Eletivo
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;FONOAUDIOLOGIA;FONOAUDIOLOGIA;Ambulatorial;Eletivo
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;GINECOLOGIA E OBSTETRICIA;GINECOLOGIA E OBSTETRICIA;Ambulatorial;Eletivo
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;HOMEOPATIA;HOMEOPATIA;Ambulatorial;Eletivo
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;NUTRICAO;NUTRICAO;Ambulatorial;Eletivo
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA;Ambulatorial;Eletivo
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;PSICOLOGIA;PSICOLOGIA;Ambulatorial e Internação;Eletivo e urgente
QUALITYFISIO CLINICA INTEGRADA LTDA;CLINIMAC;09.551.178/0001-03;SIQUEIRA CAMPOS;AVENIDA;MACEIO;AL;57010-002;(82)9819-13051;500;PRADO;;09/05/2025;faturamentoqualityfisio1@gmail.com;Clínica;CLINICA;PSICOLOGIA;PSICOLOGIA;Ambulatorial;Eletivo
QUALLY LAUDOS DIAGNOSTICOS POR IMAGEM LTDA;QUALLY LAUDOS - DIAGNOSTICOS POR IMAGEM;32.133.817/0001-24;DOM AQUINO;RUA;CAMPO GRANDE;MS;79002-183;(67)9926-57292;2667;CENTRO;;22/05/2026;financeiro.qualilaudos@outlook.com;Serviço de diagnose ;CLINICA;NEUROLOGIA;NEUROLOGIA;Ambulatorial;Eletivo
QUALLY LAUDOS DIAGNOSTICOS POR IMAGEM LTDA;QUALLY LAUDOS - DIAGNOSTICOS POR IMAGEM;32.133.817/0001-24;DOM AQUINO;RUA;CAMPO GRANDE;MS;79002-183;(67)9926-57292;2667;CENTRO;;22/05/2026;financeiro.qualilaudos@outlook.com;Serviço de diagnose ;CLINICA;PSICOLOGIA;PSICOLOGIA;Ambulatorial;Eletivo
QUALLY LAUDOS DIAGNOSTICOS POR IMAGEM LTDA;QUALLY LAUDOS - DIAGNOSTICOS POR IMAGEM;32.133.817/0001-24;DOM AQUINO;RUA;CAMPO GRANDE;MS;79002-183;(67)9926-57292;2667;CENTRO;;22/05/2026;financeiro.qualilaudos@outlook.com;Serviço de diagnose ;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - DENSITOMETRIA OSSEA;Ambulatorial;Eletivo
QUALLY LAUDOS DIAGNOSTICOS POR IMAGEM LTDA;QUALLY LAUDOS - DIAGNOSTICOS POR IMAGEM;32.133.817/0001-24;DOM AQUINO;RUA;CAMPO GRANDE;MS;79002-183;(67)9926-57292;2667;CENTRO;;22/05/2026;financeiro.qualilaudos@outlook.com;Serviço de diagnose ;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - MAMOGRAFIA;Ambulatorial;Eletivo
QUALLY LAUDOS DIAGNOSTICOS POR IMAGEM LTDA;QUALLY LAUDOS - DIAGNOSTICOS POR IMAGEM;32.133.817/0001-24;DOM AQUINO;RUA;CAMPO GRANDE;MS;79002-183;(67)9926-57292;2667;CENTRO;;22/05/2026;financeiro.qualilaudos@outlook.com;Serviço de diagnose ;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - ULTRASSONOGRAFIA EM GINECOLOGIA E OBSTETRICIA;Ambulatorial;Eletivo
QUALYMARKET SERVICOS EM FONOAUDIOLOGIA LTDA;FALE MELHOR;04.549.638/0001-37;TUPI;RUA;SAO PAULO;SP;01233-001;(11)3664-8785;267;SANTA CECILIA;;03/10/2025;marisa@falemelhor.com.br;Serviço de diagnose ;CLINICA;FONOAUDIOLOGIA;FONOAUDIOLOGIA;Ambulatorial;Eletivo
QUALYMARKET SERVICOS EM FONOAUDIOLOGIA LTDA;FALE MELHOR;04.549.638/0001-37;TUPI;RUA;SAO PAULO;SP;01233-001;(11)3664-8785;267;SANTA CECILIA;;03/10/2025;marisa@falemelhor.com.br;Serviço de diagnose ;CLINICA;FONOAUDIOLOGIA;FONOAUDIOLOGIA;Ambulatorial;Eletivo
QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE LTDA;QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE;29.907.990/0001-28;IPANEMA JD GUANABARA;RUA;CUIABA;MT;78010-630;(65)3023-8004;28;AREAO;;23/04/2025;atendimento.domiciliar@qualyvida.med.br;Serviço de diagnose ;CLINICA;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial;Eletivo
QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE LTDA;QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE;29.907.990/0001-28;IPANEMA JD GUANABARA;RUA;CUIABA;MT;78010-630;(65)3023-8004;28;AREAO;;23/04/2025;davi.faria@qualyvida.med.br;Serviço de diagnose ;CLINICA;FONOAUDIOLOGIA;FONOAUDIOLOGIA;Ambulatorial;Eletivo
QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE LTDA;QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE;29.907.990/0001-28;IPANEMA JD GUANABARA;RUA;CUIABA;MT;78010-630;(65)3023-8004;28;AREAO;;23/04/2025;davi.faria@qualyvida.med.br;Serviço de diagnose ;CLINICA;NUTRICAO;NUTRICAO;Ambulatorial;Eletivo
QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE LTDA;QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE;29.907.990/0001-28;IPANEMA JD GUANABARA;RUA;CUIABA;MT;78010-630;(65)3023-8004;28;AREAO;;23/04/2025;davi.faria@qualyvida.med.br;Serviço de diagnose ;CLINICA;PSICOLOGIA;PSICOLOGIA;Ambulatorial;Eletivo
QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE LTDA;QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE;29.907.990/0001-28;IPANEMA JD GUANABARA;RUA;CUIABA;MT;78010-630;(65)3023-8004;28;AREAO;;23/04/2025;davi.faria@qualyvida.med.br;Serviço de diagnose ;CLINICA;TERAPIA OCUPACIONAL;TERAPIA OCUPACIONAL;Ambulatorial;Eletivo
QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE LTDA;QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE;29.907.990/0001-28;IPANEMA JD GUANABARA;RUA;CUIABA;MT;78010-630;(65)3023-8004;28;AREAO;;23/04/2025;davi.faria@qualyvida.med.br;Serviço de diagnose ;CLINICA;TERAPIA OCUPACIONAL;TERAPIA OCUPACIONAL;Ambulatorial;Eletivo
QUEIROGA E MAYER PROBIOPSIA LABORATORIOS LTDA;QUEIROGA E MAYER PROBIOPSIA LABORATORIOS;12.916.888/0001-96;MANOEL GONCALVES;RUA;PRATA;PB;58550000;(83)3341-5782;;CENTRO;;14/02/2025;queirogaemayer@ig.com.br;Laboratório;LABORATORIO;PATOLOGIA;PATOLOGIA - CITOPATOLOGIA;Ambulatorial;Eletivo
QUEIROGA E MAYER PROBIOPSIA LABORATORIOS LTDA;QUEIROGA E MAYER PROBIOPSIA LABORATORIOS;12.916.888/0001-96;JOAO MACHADO;RUA;CAMPINA GRANDE;PB;58400510;(83)2157-8540;429;PRATA;;14/02/2025;queirogaemayer@ig.com.br;Laboratório;LABORATORIO;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;Ambulatorial;Eletivo
QUEIROGA E MAYER PROBIOPSIA LABORATORIOS LTDA;QUEIROGA E MAYER PROBIOPSIA LABORATORIOS;12.916.888/0001-96;CORONEL MANOEL RAFAEL;RUA;MONTEIRO;PB;58500000;(83)3341-5782;42;MONTEIRO;;14/02/2025;queirogaemayer@ig.com.br;Laboratório;LABORATORIO;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;Ambulatorial;Eletivo
